-----------------------------------------------------------------------------------------------------------------------------------------------------
Name                              MW       Cp@298K        H@298K        G@298K        S@298K      Cp@1000K       H@1000K       G@1000K       S@1000K 
                           [kg/kmol]   [cal/mol/K]    [kcal/mol]    [kcal/mol]   [cal/mol/K]   [cal/mol/K]    [kcal/mol]    [kcal/mol]   [cal/mol/K] 
-----------------------------------------------------------------------------------------------------------------------------------------------------
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      20.6023       -0.0736       -22.1949      73.7377       0.0411        -0.1473       
     600.0000      35.2249       8.4549        -47.2598      92.8577       8.5696        -25.2122      
     800.0000      41.9889       16.2096       -66.9628      103.9655      16.3243       -44.9152      
     1000.0000     47.0090       25.1344       -88.7678      113.9022      25.2491       -66.7202      
     1200.0000     50.7392       34.9274       -112.4557     122.8193      35.0421       -90.4081      
     1400.0000     53.5461       45.3687       -137.8373     130.8614      45.4834       -115.7897     
     1600.0000     55.7093       56.3031       -164.7507     138.1586      56.4178       -142.7031     
     1800.0000     57.4214       67.6225       -193.0585     144.8228      67.7372       -171.0109     
     2000.0000     58.7914       79.2489       -222.6438     150.9464      79.3636       -200.5962     
     2200.0000     59.8810       91.1204       -253.4060     156.6029      91.2351       -231.3584     
     2400.0000     60.7418       103.1861      -285.2578     161.8516      103.3008      -263.2102     
     2600.0000     61.4184       115.4048      -318.1227     166.7414      115.5195      -296.0751     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C4H8-2
 ====================================================================================================
   Elemental Composition:
     C 4.0000
     H 8.0000
   Formation Enthalpy at 298K =          -2.7497 kcal/mol
   Formation Free Gibbs Energy at 298K = -23.7481 kcal/mol
   Molecular Weight =                    56.1080 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      20.9081       -2.7080       -23.8892      70.6040       0.0417        -0.1411       
     600.0000      34.7117       5.7640        -48.0119      89.6264       8.5137        -24.2638      
     800.0000      41.3694       13.4013       -67.0516      100.5661      16.1510       -43.3035      
     1000.0000     46.4619       22.2075       -88.1627      110.3702      24.9572       -64.4146      
     1200.0000     50.3326       31.9047       -111.1348     119.1996      34.6544       -87.3866      
     1400.0000     53.2717       42.2785       -135.7866     127.1894      45.0282       -112.0385     
     1600.0000     55.5161       53.1672       -161.9623     134.4560      55.9169       -138.2142     
     1800.0000     57.2492       64.4510       -189.5275     141.0992      67.2007       -165.7794     
     2000.0000     58.6028       76.0417       -218.3661     147.2039      78.7914       -194.6180     
     2200.0000     59.6719       87.8732       -248.3779     152.8414      90.6229       -224.6298     
     2400.0000     60.5303       99.8964       -279.4756     158.0717      102.6461      -255.7275     
     2600.0000     61.2319       112.0749      -311.5828     162.9453      114.8246      -287.8347     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C4H71-3
 ====================================================================================================
   Elemental Composition:
     C 4.0000
     H 7.0000
   Formation Enthalpy at 298K =          31.9686 kcal/mol
   Formation Free Gibbs Energy at 298K = 10.3080 kcal/mol
   Molecular Weight =                    55.1000 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      20.0001       32.0085       10.1625       72.8200       0.0399        -0.1455       
     600.0000      33.7997       40.2466       -14.5345      91.3019       8.2780        -24.8425      
     800.0000      39.8779       47.6473       -33.8769      101.9052      15.6787       -44.1849      
     1000.0000     44.3003       56.0878       -55.2163      111.3041      24.1192       -65.5243      
     1200.0000     47.5918       65.2924       -78.3307      119.6859      33.3238       -88.6387      
     1400.0000     50.1028       75.0729       -103.0342     127.2193      43.1043       -113.3421     
     1600.0000     52.0137       85.2937       -129.1711     134.0405      53.3251       -139.4791     
     1800.0000     53.4078       95.8439       -156.6098     140.2520      63.8753       -166.9178     
     2000.0000     54.3602       106.6274      -185.2365     145.9319      74.6588       -195.5445     
     2200.0000     54.9488       117.5637      -214.9513     151.1432      85.5951       -225.2593     
